Date,Open,High,Low,Close,Volume,Adj Close
10/29/2013,244.100006,248,238.320007,247.139999,4073100,247.139999
10/28/2013,241.369995,246.880005,238.5,243,2128300,243
10/25/2013,245.820007,246.460007,238.880005,240.699997,1567700,240.699997
10/24/2013,241.910004,245.259995,240.25,243.289993,1262000,243.289993
10/23/2013,241,242.589996,235.25,240.830002,1942800,240.830002
10/22/2013,251.5,252.320007,238.449997,244.949997,2693500,244.949997
10/21/2013,251.009995,253.660004,246.320007,249.789993,1541400,249.789993
10/18/2013,246.600006,252.300003,244.5,250.210007,2518600,250.210007
10/17/2013,239,241.419998,237.220001,240,2013300,240
10/16/2013,236.759995,240.369995,236.759995,238.919998,1748700,238.919998
10/15/2013,228.300003,236.899994,227.100006,235.449997,2539500,235.449997
10/14/2013,223.199997,230,221.059998,228.5,1574200,228.5
10/11/2013,226.990005,228.889999,223.259995,226.619995,1724700,226.619995
10/10/2013,225.440002,228.75,223.190002,227.550003,2272200,227.550003
10/9/2013,221.029999,226,213.5,221.830002,4483000,221.830002
10/8/2013,237.339996,237.360001,217.740005,222.729996,6431600,222.729996
10/7/2013,242.559998,243.699997,237.100006,237.210007,2250100,237.210007
10/4/2013,245.929993,246.679993,242.880005,244.990005,1731900,244.990005
10/3/2013,250.520004,254.199997,242.570007,245.070007,1863400,245.070007
10/2/2013,248.610001,253.559998,248.419998,251.190002,1450500,251.190002
10/1/2013,247.710007,251.300003,243.720001,251,1224300,251
9/30/2013,243.669998,249,240.130005,246.059998,1492600,246.059998
9/27/2013,246.509995,249.479996,244.580002,246.720001,2317500,246.720001
9/26/2013,248.970001,255.839996,248.5,254.009995,1656900,254.009995
9/25/2013,247.350006,249.220001,245,246.690002,1097000,246.690002
9/24/2013,239.869995,249.990005,239.779999,245.800003,1745800,245.800003
9/23/2013,242.350006,242.75,233.160004,239.559998,2303800,239.559998
9/20/2013,249.529999,249.550003,241.869995,243.899994,3199700,243.899994
9/19/2013,251.899994,252.300003,246.660004,249.059998,1565500,249.059998
9/18/2013,246.710007,250.360001,246.529999,249.580002,1291300,249.580002
9/17/2013,246.570007,248.490005,244.520004,247.690002,963400,247.690002
9/16/2013,253.009995,253.720001,243.779999,245,1437100,245
9/13/2013,250.990005,251.990005,247.119995,249.589996,1165100,249.589996
9/12/2013,256.579987,257.200012,249,249.699997,1719200,249.699997
9/11/2013,251.309998,257.559998,248.949997,256.140015,1618900,256.140015
9/10/2013,252.259995,252.550003,249.009995,252.169998,1017400,252.169998
9/9/2013,252.380005,254.610001,247.639999,249.009995,1822800,249.009995
9/6/2013,249.800003,253.529999,245.649994,253.220001,2848700,253.220001
9/5/2013,237.5,249.979996,237.220001,248.350006,6215400,248.350006
9/4/2013,240.589996,243.419998,237.5,238.929993,2384100,238.929993
9/3/2013,243.770004,246.699997,241.759995,246.130005,1878600,246.130005
8/30/2013,240.990005,242.470001,238.119995,240.039993,1078000,240.039993
8/29/2013,238.020004,243.550003,238,241.119995,1105600,241.119995
8/28/2013,236.929993,240.740005,235.399994,238.880005,985500,238.880005
8/27/2013,238.880005,242.380005,234.679993,235.919998,1592800,235.919998
8/26/2013,240.770004,247.979996,238.509995,242.389999,2035400,242.389999
8/23/2013,235.75,240.880005,235,240.369995,1367300,240.369995
8/22/2013,232.380005,235,231.779999,234.25,751100,234.25
8/21/2013,231.179993,233.899994,228.75,230.789993,1132200,230.789993
8/20/2013,232.410004,234.199997,228.880005,231.770004,1199000,231.770004
8/19/2013,225.289993,233.5,225.289993,230.5,1706200,230.5
8/16/2013,223.009995,230,222.220001,227.009995,2213500,227.009995
8/15/2013,232.5,232.75,227.300003,228.289993,2252900,228.289993
8/14/2013,241.5,241.75,233.979996,236.330002,1729100,236.330002
8/13/2013,240.649994,244,238.100006,241.820007,1774500,241.820007
8/12/2013,234.110001,242,233.050003,239.649994,2448700,239.649994
8/9/2013,231.380005,234,230.880005,232.809998,1132800,232.809998
8/8/2013,234.5,235.800003,230.070007,232.389999,1252400,232.389999
8/7/2013,229.720001,233.210007,227.279999,232.919998,1729600,232.919998
8/6/2013,232.369995,235.490005,229.360001,231.770004,1655800,231.770004
8/5/2013,233.869995,236,230.380005,233.639999,2933200,233.639999
8/2/2013,233.470001,237.960007,228.800003,235.580002,7492900,235.580002
8/1/2013,206.990005,213.479996,206.990005,213,5087100,213
7/31/2013,203.009995,207.279999,202.130005,203.789993,1923800,203.789993
7/30/2013,203.710007,204.720001,201.300003,202.570007,1576500,202.570007
7/29/2013,209.169998,209.389999,201.070007,203.710007,213200,203.710007
7/26/2013,203.399994,208.880005,203.050003,208.529999,2245100,208.529999
7/25/2013,201.789993,206.300003,201,203.979996,2817200,203.979996
7/24/2013,196.020004,199.339996,194.110001,197.600006,1176700,197.600006
7/23/2013,198.25,199.360001,193.259995,194.509995,1148700,194.509995
7/22/2013,200,200.869995,194.110001,197.039993,1516200,197.039993
7/19/2013,200.929993,202.399994,198.300003,199.289993,2089500,199.289993
7/18/2013,198.699997,207.229996,197.259995,204.160004,2849000,204.160004
7/17/2013,194.009995,199.149994,194.009995,197.940002,1355600,197.940002
7/16/2013,198.110001,198.360001,190.75,193.649994,1814900,193.649994
7/15/2013,200.809998,200.949997,197.5,198.800003,1237000,198.800003
7/12/2013,196.649994,201.669998,195.009995,199.960007,1921800,199.960007
7/11/2013,191.839996,197.139999,190.309998,196.570007,2085800,196.570007
7/10/2013,188.690002,192.169998,187.100006,188.389999,1321400,188.389999
7/9/2013,193,193.029999,187.529999,189.339996,1666200,189.339996
7/8/2013,191.690002,193.5,189.639999,192.5,1167900,192.5
7/5/2013,188.919998,191.869995,187.649994,190.300003,1569600,190.300003
7/3/2013,181.850006,188.919998,180.5,188.179993,1393300,188.179993
7/2/2013,182.320007,185.809998,181.160004,182.300003,1501100,182.300003
7/1/2013,180,183.529999,177.259995,183.110001,1577500,183.110001
6/28/2013,180,181.059998,177.009995,178.300003,2067400,178.300003
6/27/2013,180.789993,182.25,180,180.630005,1467800,180.630005
6/26/2013,177.589996,180.839996,177.589996,179.5,1384100,179.5
6/25/2013,174.899994,177.210007,173.009995,176.869995,1132300,176.869995
6/24/2013,169.050003,174.869995,166.050003,172.949997,1559700,172.949997
6/21/2013,176.25,176.880005,169.169998,171.949997,2031100,171.949997
6/20/2013,179.289993,179.830002,172.5,175.259995,2393800,175.259995
6/19/2013,179.020004,183.869995,178.039993,180.970001,1994900,180.970001
6/18/2013,179.160004,181.899994,177.110001,179.419998,1591800,179.419998
6/17/2013,180,180,175.529999,177.589996,1655800,177.589996
6/14/2013,172.509995,179.899994,171.600006,178.240005,3376000,178.240005
6/13/2013,166.429993,172.389999,165.139999,172.020004,1118600,172.020004
6/12/2013,169.770004,169.889999,166.360001,167.119995,915900,167.119995
6/11/2013,171.449997,174,168.179993,168.389999,1533600,168.389999
6/10/2013,172.320007,175,170.889999,174.089996,1415300,174.089996
6/7/2013,170.759995,171.679993,168.199997,170.699997,1229000,170.699997
6/6/2013,163.740005,170.220001,163.679993,170.179993,1821300,170.179993
6/5/2013,160.380005,168.399994,160.199997,163.490005,2264000,163.490005
6/4/2013,165.539993,166.139999,161.699997,162.460007,2212600,162.460007
6/3/2013,168.710007,169.330002,160.929993,165.119995,2740500,165.119995
5/31/2013,168.380005,172,167.529999,167.529999,1462500,167.529999
5/30/2013,169,170.350006,166.850006,169.350006,1311400,169.350006
5/29/2013,167.820007,169.839996,164.169998,168.020004,2004900,168.020004
5/28/2013,176.199997,176.619995,167.059998,169.169998,2875400,169.169998
5/24/2013,175.039993,176.770004,172.619995,173.800003,1363500,173.800003
5/23/2013,173.509995,177.979996,170.800003,176.330002,1809900,176.330002
5/22/2013,184.389999,185.479996,175.5,176.949997,2169900,176.949997
5/21/2013,183.360001,187.300003,183,184.309998,1650700,184.309998
5/20/2013,182.089996,185.240005,180.720001,182.309998,1584000,182.309998
5/17/2013,182.479996,184.5,179.649994,182.350006,1706300,182.350006
5/16/2013,182.059998,184.800003,180.899994,181.360001,1803100,181.360001
5/15/2013,184.440002,192.559998,182.350006,184.809998,3865200,184.809998
5/14/2013,175.490005,185.479996,175.210007,184.399994,3911200,184.399994
5/13/2013,171.770004,176.660004,171.009995,175.029999,1824500,175.029999
5/10/2013,177.869995,179.25,170.869995,173.779999,2973000,173.779999
5/9/2013,176.029999,179.649994,175.809998,177.389999,1701600,177.389999
5/8/2013,181.169998,182.550003,175.600006,177.149994,2919200,177.149994
5/7/2013,178.399994,181.169998,177.199997,180.649994,3325400,180.649994
5/6/2013,176,178.690002,174.25,176.919998,3490300,176.919998
5/3/2013,184.75,187.75,173.720001,175.589996,11658100,175.589996
5/2/2013,196.610001,202.910004,196.429993,201.669998,6538800,201.669998
5/1/2013,192.610001,195.5,191.029999,194.820007,2637700,194.820007
4/30/2013,189.160004,193.369995,189.160004,192.089996,2256000,192.089996
4/29/2013,188.889999,190.789993,188.050003,188.389999,1365300,188.389999
4/26/2013,187.580002,188.990005,185.160004,187.759995,1209800,187.759995
4/25/2013,188.800003,191.779999,186.309998,187.869995,1991700,187.869995
4/24/2013,185.619995,188.520004,182.949997,187.660004,1865100,187.660004
4/23/2013,178.630005,187.130005,178.279999,186.110001,2179000,186.110001
4/22/2013,175.039993,178.360001,172.369995,177.220001,1468700,177.220001
4/19/2013,175.190002,178.740005,173.910004,174.949997,1650300,174.949997
4/18/2013,179.820007,180.449997,172.490005,173.809998,1996300,173.809998
4/17/2013,179.479996,183.479996,177.339996,179.970001,2168400,179.970001
4/16/2013,179.25,182.929993,176.25,182.470001,2363800,182.470001
4/15/2013,184.270004,185.300003,175.009995,175.369995,2814100,175.369995
4/12/2013,178.330002,186.059998,175.800003,185.389999,2608500,185.389999
4/11/2013,176.539993,183.199997,176.070007,180.179993,2153400,180.179993
4/10/2013,172.960007,177.470001,172.550003,177.309998,1451100,177.309998
4/9/2013,172.240005,175.5,168.550003,172.070007,2247900,172.070007
4/8/2013,172.360001,173.419998,170.270004,172.119995,928500,172.119995
4/5/2013,168.75,173.679993,168.300003,172.770004,1611600,172.770004
4/4/2013,168,172.830002,167.059998,172.710007,2069700,172.710007
4/3/2013,172.960007,174,165.020004,167.309998,2971100,167.309998
4/2/2013,174.240005,175.699997,171.610001,172.679993,1377500,172.679993
4/1/2013,178.309998,180.389999,172.259995,173.610001,1811300,173.610001
3/28/2013,177.869995,178.460007,175.119995,176.059998,1226600,176.059998
3/27/2013,175.830002,179.130005,175.130005,177.880005,1247000,177.880005
3/26/2013,176.5,177.479996,174.600006,176.050003,1386100,176.050003
3/25/2013,182.25,182.289993,174.380005,175.830002,2423900,175.830002
3/22/2013,174.850006,182.929993,173.880005,181.479996,2691600,181.479996
3/21/2013,173.800003,175.699997,172.630005,175.039993,1372200,175.039993
3/20/2013,174.690002,175.339996,172.919998,174.660004,969300,174.660004
3/19/2013,174.820007,176.199997,171.380005,173.059998,1553900,173.059998
3/18/2013,175.029999,175.169998,171.389999,174.279999,2094600,174.279999
3/15/2013,180.089996,180.660004,177.210007,177.5,2256900,177.5
3/14/2013,182.600006,184.149994,179.5,179.850006,2358400,179.850006
3/13/2013,176,181.460007,174.300003,179.270004,2296400,179.270004
3/12/2013,177,177.389999,173.610001,176,1766100,176
3/11/2013,176.740005,178.380005,175.229996,177.080002,1358200,177.080002
3/8/2013,176.699997,177.339996,173.809998,176.860001,1341300,176.860001
3/7/2013,175.020004,175.740005,172.570007,175.360001,1535300,175.360001
3/6/2013,176.539993,178.289993,173.369995,173.649994,1789100,173.649994
3/5/2013,179,179.350006,174.190002,175.990005,2869500,175.990005
3/4/2013,170,178.229996,169.589996,177.899994,3126600,177.899994
3/1/2013,168,171.820007,165.399994,170.460007,2361000,170.460007
2/28/2013,168.100006,169.669998,165.910004,168.179993,2848500,168.179993
2/27/2013,160.139999,169.850006,159.740005,168.550003,4319400,168.550003
2/26/2013,156.410004,159.330002,155,157.770004,2742600,157.770004
2/25/2013,161.029999,161.699997,155.839996,156.050003,2051700,156.050003
2/22/2013,158.529999,160.949997,158.009995,160.440002,1720500,160.440002
2/21/2013,157.300003,159.970001,155.300003,157.360001,2750100,157.360001
2/20/2013,161.600006,165.199997,157.770004,158.089996,2827500,158.089996
2/19/2013,160.740005,161.199997,157.830002,160.759995,2708900,160.759995
2/15/2013,161.220001,163,160.330002,162.660004,2468300,162.660004
2/14/2013,156.809998,161.770004,156.789993,161.339996,2757400,161.339996
2/13/2013,154.830002,157.770004,154.100006,157.710007,2598200,157.710007
2/12/2013,154.080002,156.270004,152.899994,155,3488800,155
2/11/2013,151.320007,158.899994,149,155.410004,8428300,155.410004
2/8/2013,140.800003,151.889999,140.130005,150.479996,13916900,150.479996
2/7/2013,126.120003,126.239998,122.080002,124.089996,4363000,124.089996
2/6/2013,124.059998,126.529999,123.980003,125.769997,1585500,125.769997
2/5/2013,123.830002,124.839996,122.400002,124.449997,1475000,124.449997
2/4/2013,123.879997,124.139999,122.440002,123.300003,1248500,123.300003
2/1/2013,125.07,125.400002,123.419998,123.82,1277600,123.82
1/31/2013,123.339996,124.980003,122.019997,123.790001,1135000,123.790001
1/30/2013,124.110001,125.379997,122.900002,123.459999,1268300,123.459999
1/29/2013,126.540001,127.099998,124.190002,124.529999,1697100,124.529999
1/28/2013,123.889999,127.449997,123.68,127.199997,2605700,127.199997
1/25/2013,121.599998,124.07,120.160004,123.779999,1849100,123.779999
1/24/2013,120.330002,122.099998,120.110001,121.220001,1749200,121.220001
1/23/2013,119.290001,121.32,119.019997,120.260002,2009300,120.260002
1/22/2013,119.230003,120.93,117.75,119.290001,2049700,119.290001
1/18/2013,118.650002,119.510002,117.5,119.019997,1336700,119.019997
1/17/2013,118.809998,119.860001,117.599998,119.32,1285200,119.32
1/16/2013,117.099998,118.709999,116.580002,118.089996,1532100,118.089996
1/15/2013,117.099998,118.489998,116.309998,117.910004,1621700,117.910004
1/14/2013,118.550003,119.82,116.769997,117.519997,1984200,117.519997
1/11/2013,118.650002,119.800003,117.860001,118,2158900,118
1/10/2013,115.68,119.370003,115.370003,118.040001,3050600,118.040001
1/9/2013,112.190002,114.199997,112.019997,113.660004,1057900,113.660004
1/8/2013,112.830002,113,109.800003,111.169998,1252300,111.169998
1/7/2013,112.220001,115.18,111.75,113,1224900,113
1/4/2013,113,113.400002,111.389999,113.150002,1128500,113.150002
1/3/2013,112.32,113.290001,111.120003,112.449997,1302200,112.449997
1/2/2013,115.709999,116.330002,110.07,112.650002,2562400,112.650002
