Date,Open,High,Low,Close,Volume,Adj Close
7/7/2015,208.679993,212.440002,203.610001,210.979996,2041600,210.979996
7/6/2015,205.380005,209.850006,205.139999,209.449997,1398200,209.449997
7/2/2015,208,208.75,207.059998,207.759995,790200,207.759995
7/1/2015,208.869995,209.259995,206.339996,207.960007,1313500,207.960007
6/30/2015,205.5,209.089996,204.979996,206.630005,1591500,206.630005
6/29/2015,210,211.050003,202.75,203.550003,2690000,203.550003
6/26/2015,217.559998,217.970001,215.240005,215.929993,836000,215.929993
6/25/2015,215.729996,218,215.550003,217.889999,777100,217.889999
6/24/2015,216.75,218.220001,215.259995,215.699997,793100,215.699997
6/23/2015,217.110001,218.270004,216.220001,217.309998,826800,217.309998
6/22/2015,217.279999,218.110001,215.089996,217.149994,790800,217.149994
6/19/2015,218.470001,218.470001,215.5,216.779999,1257200,216.779999
6/18/2015,215.910004,219.699997,215.910004,217.75,1211800,217.75
6/17/2015,217.979996,218.630005,214.020004,215.910004,1157800,215.910004
6/16/2015,215.529999,217.800003,215.210007,217.289993,979900,217.289993
6/15/2015,215.270004,217.110001,213.550003,215.75,989500,215.75
6/12/2015,217.320007,217.960007,214.830002,215.720001,938700,215.720001
6/11/2015,216.960007,218.279999,216.360001,217.949997,1089800,217.949997
6/10/2015,216.830002,218.619995,215.940002,216.699997,1719300,216.699997
6/9/2015,212.710007,219.639999,211.660004,216.830002,2485400,216.830002
6/8/2015,214.5,215.490005,211.369995,212.039993,1706000,212.039993
6/5/2015,215,216.929993,212.169998,213.800003,1811500,213.800003
6/4/2015,214.509995,217.210007,211.330002,212.830002,2680800,212.830002
6/3/2015,211.240005,215.460007,210.320007,213.25,4286900,213.25
6/2/2015,200.080002,207.429993,199,204.809998,3258700,204.809998
6/1/2015,196.130005,202.910004,194.929993,200.770004,2488300,200.770004
5/29/2015,195.25,197.149994,194.630005,194.929993,1542200,194.929993
5/28/2015,198.100006,198.690002,196.020004,196.229996,1332800,196.229996
5/27/2015,195,198,194.119995,197.990005,1324500,197.990005
5/26/2015,195.979996,196.910004,194.5,195.789993,1417500,195.789993
5/22/2015,197.330002,197.869995,195.009995,196.229996,1412100,196.229996
5/21/2015,194.389999,197.059998,193.259995,197.039993,2230200,197.039993
5/20/2015,194.869995,195,191.639999,193.800003,1500500,193.800003
5/19/2015,197.259995,197.300003,193.029999,194.220001,2470600,194.220001
5/18/2015,191.5,199,191,198.380005,3802900,198.380005
5/15/2015,195.020004,195.940002,193.199997,195.660004,1516900,195.660004
5/14/2015,198.199997,198.199997,192.75,194.490005,3739900,194.490005
5/13/2015,200.529999,200.679993,195.259995,196.869995,2086100,196.869995
5/12/2015,200,200.869995,198,200.240005,1355700,200.240005
5/11/2015,199,202.649994,197.330002,200.259995,2078400,200.259995
5/8/2015,202.940002,204.289993,197.880005,198.720001,2965200,198.720001
5/7/2015,199.820007,202.940002,199.009995,201.410004,2088000,201.410004
5/6/2015,200,200.639999,196.110001,200.220001,3089000,200.220001
5/5/2015,203.289993,203.419998,198.639999,199.830002,4146100,199.830002
5/4/2015,208.399994,209.25,200.360001,203.419998,5836200,203.419998
5/1/2015,252.130005,252.130005,198.399994,205.210007,16812700,205.210007
