Date,Open,High,Low,Close,Volume,Adj Close
4/30/2015,256.399994,256.779999,250.160004,252.130005,6162900,252.130005
4/29/2015,256.029999,259.140015,255.25,257.149994,1096700,257.149994
4/28/2015,261.140015,262.519989,255.520004,257.339996,1552700,257.339996
4/27/2015,262.76001,264.700012,259.5,260.290009,1055500,260.290009
4/24/2015,258.320007,262.76001,257.23999,260.950012,1318000,260.950012
4/23/2015,258.459991,260.130005,256.059998,256.23999,851300,256.23999
4/22/2015,259.070007,260.869995,257.089996,259.350006,879500,259.350006
4/21/2015,260.640015,262.380005,257.910004,258.420013,1136000,258.420013
4/20/2015,255.399994,265.559998,253.800003,258.519989,2121700,258.519989
4/17/2015,256.25,257.059998,252.279999,253.75,1118000,253.75
4/16/2015,257.01001,259.529999,256.480011,257.070007,838100,257.070007
4/15/2015,258.980011,259.98999,256.470001,257.190002,904200,257.190002
4/14/2015,262.029999,264.579987,256.290009,257.5,1509300,257.5
4/13/2015,264,266.529999,261.630005,263.160004,1454900,263.160004
4/10/2015,260.5,265.459991,260.019989,265.350006,2305900,265.350006
4/9/2015,251.020004,256.5,247.649994,256.140015,1481200,256.140015
4/8/2015,250.559998,255.839996,250.320007,252.259995,1061100,252.259995
4/7/2015,248.509995,253.529999,248.509995,249.809998,936900,249.809998
4/6/2015,246.009995,251.679993,245.350006,249.309998,821600,249.309998
4/2/2015,249.710007,250.279999,246.880005,248.820007,651100,248.820007
4/1/2015,249.919998,251.050003,246.229996,248.320007,1113900,248.320007
3/31/2015,254.460007,255.369995,249.860001,249.860001,1105200,249.860001
3/30/2015,257.899994,258.980011,252.809998,255.190002,791700,255.190002
3/27/2015,256,258.049988,253.809998,256.709991,577500,256.709991
3/26/2015,254.089996,256.700012,252.330002,255.789993,849100,255.789993
3/25/2015,264.179993,264.609985,255.039993,256.049988,1174600,256.049988
3/24/2015,262.929993,267.279999,261.880005,264.160004,1110600,264.160004
3/23/2015,264.25,264.869995,260.75,261.839996,664000,261.839996
3/20/2015,262.5,265.109985,261.01001,264.25,1198200,264.25
3/19/2015,259.899994,263,258.109985,260.579987,750900,260.579987
3/18/2015,258.519989,260.459991,255.449997,260.149994,1594600,260.149994
3/17/2015,254.990005,260,254.009995,258.709991,1337200,258.709991
3/16/2015,259.799988,260.600006,256,260.170013,1067600,260.170013
3/13/2015,263.630005,263.880005,258,259.119995,1700500,259.119995
3/12/2015,265.700012,268.200012,265.040009,266.420013,944000,266.420013
3/11/2015,265.140015,268.790009,263.399994,264.950012,1211300,264.950012
3/10/2015,264.850006,266.709991,262,265,1178700,265
3/9/2015,264.450012,267.829987,263.799988,267.209991,827000,267.209991
3/6/2015,268.029999,271.950012,263.779999,264.630005,1595900,264.630005
3/5/2015,265.25,268.980011,265.25,268.339996,1115600,268.339996
3/4/2015,264.950012,266,260.619995,265.230011,1240800,265.230011
3/3/2015,268.670013,272.549988,263.790009,265.540009,1195900,265.540009
3/2/2015,267.450012,269.869995,264.769989,269.420013,894200,269.420013
2/27/2015,269.940002,271.899994,266.910004,267.200012,984100,267.200012
2/26/2015,272.309998,276.179993,270.100006,270.76001,2256400,270.76001
2/25/2015,264.390015,271.429993,263.899994,269,1266400,269
2/24/2015,265.109985,266.369995,262.549988,264.26001,849400,264.26001
2/23/2015,267,271.070007,263.309998,264.209991,1165300,264.209991
2/20/2015,265.570007,268.799988,264.679993,267.630005,953300,267.630005
2/19/2015,265.079987,268.320007,264.209991,266.339996,973300,266.339996
2/18/2015,261.299988,267.799988,260.059998,266.910004,1851000,266.910004
2/17/2015,269.630005,272.940002,265.25,265.75,1416300,265.75
2/13/2015,266.790009,269.75,264.519989,269,1992300,269
2/12/2015,268.940002,271.440002,265.690002,267.170013,1870800,267.170013
2/11/2015,268.980011,272,267.109985,267.920013,2159900,267.920013
2/10/2015,268.970001,274.190002,268.5,269.75,2645800,269.75
2/9/2015,262.75,269.829987,262.01001,267.429993,3039400,267.429993
2/6/2015,237.970001,272.959991,237.970001,263.399994,6916800,263.399994
2/5/2015,234.210007,238.199997,231.080002,237.970001,3951700,237.970001
2/4/2015,232.5,234,228.289993,232.029999,1714900,232.029999
2/3/2015,230.720001,235.5,228,232.759995,2394400,232.759995
2/2/2015,225.550003,226.440002,219.160004,224.570007,1111100,224.570007
1/30/2015,222.149994,228.320007,222.149994,224.740005,1313600,224.740005
1/29/2015,219.889999,223.669998,215.729996,223.039993,799400,223.039993
1/28/2015,225.630005,225.630005,218.889999,220.460007,939100,220.460007
1/27/2015,222.059998,224.529999,219.589996,222.619995,897500,222.619995
1/26/2015,232.210007,232.350006,224.580002,226.360001,1857400,226.360001
1/23/2015,229.490005,235.369995,227.100006,232.220001,1912000,232.220001
1/22/2015,220.360001,226,217.139999,224.940002,1416500,224.940002
1/21/2015,213.389999,219.580002,210.309998,219.199997,1194000,219.199997
1/20/2015,215.220001,215.899994,210.089996,213.059998,1020400,213.059998
1/16/2015,213.119995,217.589996,209.600006,214.179993,1108900,214.179993
1/15/2015,220,221.550003,212.830002,213.210007,1368100,213.210007
1/14/2015,220,224.710007,218.029999,219.429993,1366300,219.429993
1/13/2015,226.100006,228.389999,221.369995,223,1583600,223
1/12/2015,226.610001,229.009995,221.710007,223.130005,1654400,223.130005
1/9/2015,227.800003,230.149994,224.089996,227.130005,1515300,227.130005
1/8/2015,223.589996,228.720001,220.770004,227.050003,1289500,227.050003
1/7/2015,220.990005,223.429993,217.369995,222.160004,985000,222.160004
1/6/2015,227.619995,228.779999,214.520004,219.509995,2002700,219.509995
1/5/2015,227.990005,232.199997,225.559998,227.509995,1400600,227.509995
1/2/2015,230.740005,231.389999,224.259995,229.649994,1203000,229.649994
